n,time,memory,collisions
38451,4.01,22772,0
38501,4.10,22532,0
38551,4.07,22604,0
38601,4.03,22640,0
38651,4.18,22672,0
38701,4.04,22608,0
38751,4.05,22748,0
38801,4.22,22776,0
38851,4.15,22764,0
38901,4.13,22608,0
38951,4.21,22720,0
39001,4.17,22720,0
39051,4.24,22768,0
39101,4.37,22768,0
39151,4.27,22696,0
39201,4.13,22788,0
39251,4.26,22604,0
39301,4.35,22648,0
39351,4.38,22764,0
39401,4.32,23104,0
39451,4.27,23100,0
39501,4.26,22940,0
39551,4.37,23060,0
39601,4.35,23228,0
39651,4.32,23208,0
39701,4.24,23096,0
39751,4.26,23136,0
39801,4.47,23232,0
39851,4.30,23152,0
39901,4.35,23108,0
39951,4.44,23228,0
