n,time,memory,collisions
93200,0.53,45956,0
93300,0.52,45980,0
93400,0.53,46020,0
93500,0.56,45988,0
93600,0.53,45964,0
93700,0.52,45944,0
93800,0.53,45992,0
93900,0.55,46000,0
94000,0.53,46004,0
94100,0.53,45972,0
94200,0.53,45916,0
94300,0.53,45940,0
94400,0.56,45892,0
94500,0.54,46016,0
94600,0.54,45832,0
94700,0.53,45960,0
94800,0.53,46016,0
94900,0.53,45892,0
95000,0.55,45884,0
95100,0.53,46000,0
95200,0.56,45888,0
95300,0.56,46008,0
95400,0.55,46016,0
95500,0.55,45972,0
95600,0.55,46012,0
95700,0.54,45972,0
95800,0.55,45892,0
95900,0.55,45948,0
96000,0.58,46340,0
96100,0.57,46272,0
96200,0.56,46196,0
96300,0.55,46296,0
96400,0.55,46284,0
96500,0.57,46356,0
96600,0.56,46064,0
96700,0.57,46336,0
96800,0.55,46260,0
96900,0.55,46304,0
97000,0.57,46224,0
97100,0.58,46420,0
97200,0.60,46340,0
97300,0.57,46272,0
97400,0.54,46340,0
97500,0.57,46340,0
97600,0.60,46340,0
97700,0.58,46296,0
97800,0.58,46340,0
97900,0.57,46336,0
98000,0.56,46252,0
98100,0.59,46236,0
98200,0.57,46356,0
98300,0.51,46252,0
98400,0.51,46448,0
98500,0.49,46356,0
98600,0.49,46364,0
98700,0.53,46236,0
98800,0.49,46228,0
98900,0.53,46372,0
99000,0.63,46340,0
99100,0.51,46320,0
99200,0.58,46352,0
99300,0.63,46360,0
99400,0.61,46428,0
99500,0.59,46320,0
99600,0.58,46344,0
99700,0.58,46352,0
99800,0.58,46360,0
99900,0.58,46348,0
